Identifier,Disease
DOID:0090036,myoclonic dystonia 26
DOID:13679,obsolete simple type schizophrenia subchronic state
DOID:0090034,myoclonic dystonia 11
DOID:0090035,myoclonic dystonia 15
DOID:4869,laryngeal adenoid cystic carcinoma
DOID:0090038,torsion dystonia 2
DOID:0090039,torsion dystonia 6
DOID:6379,diffuse meningeal melanocytosis
DOID:5099,middle ear cancer
DOID:5093,thoracic cancer
DOID:5090,sternum cancer
DOID:5097,obsolete axillary cancer
DOID:0070235,loeys-dietz syndrome 1
DOID:12449,aplastic anemia
DOID:12448,obsolete hematologic pregnancy complication
DOID:12445,conjugate gaze palsy
DOID:4968,nelson syndrome
DOID:0112138,primary coenzyme q10 deficiency 9
DOID:0112139,nuclear type mitochondrial complex i deficiency 35
DOID:5804,discrete subaortic stenosis
DOID:9428,intracranial hypertension
DOID:9426,obsolete tuberculous bronchiectasis
DOID:9427,hypertensive encephalopathy
DOID:0112130,autosomal dominant severe congenital neutropenia
DOID:0112131,severe congenital neutropenia 2
DOID:9422,obsolete abscess of eyelid
DOID:9423,blepharitis
DOID:0112134,severe congenital neutropenia 6
DOID:0112135,severe congenital neutropenia 8
DOID:0070498,mitochondrial complex iv deficiency nuclear type 12
DOID:6778,obsolete renal pelvis and ureter localized transitional cell cancer
DOID:11685,inflamed seborrheic keratosis
DOID:0070492,mitochondrial complex iv deficiency nuclear type 3
DOID:0070493,mitochondrial complex iv deficiency nuclear type 4
DOID:0070490,infantile parkinsonism-dystonia 2
DOID:0070491,mitochondrial complex iv deficiency nuclear type 1
DOID:6777,villoglandular endometrial endometrioid adenocarcinoma
DOID:6776,breast myoepithelial carcinoma
DOID:0070494,mitochondrial complex iv deficiency nuclear type 7
DOID:6774,polyembryoma of the ovary
DOID:0040060,ketoprofen photoallergic dermatitis
DOID:0040061,remazole black respiratory allergy
DOID:0040062,chloramine t respiratory allergy
DOID:1209,nutritional optic neuropathy
DOID:0040064,carvone allergic contact dermatitis
DOID:0040065,quinidine allergy
DOID:0040066,melphalan allergy
DOID:5278,obsolete pediatric leiomyosarcoma
DOID:0040068,4-tert-butylphenol allergic contact dermatitis
DOID:5276,esophagus leiomyosarcoma
DOID:5275,gallbladder leiomyosarcoma
DOID:5274,malignant dermis tumor
DOID:5273,cutaneous leiomyosarcoma
DOID:5272,small intestinal sarcoma
DOID:5271,small intestine leiomyosarcoma
DOID:1205,allergic disease
DOID:0112059,non-syndromic x-linked intellectual disability 72
DOID:0112058,non-syndromic x-linked intellectual disability 41
DOID:0080707,medulloblastoma non-wnt/non-shh group 3
DOID:0112055,non-syndromic x-linked intellectual disability 46
DOID:0112054,non-syndromic x-linked intellectual disability 107
DOID:0112057,non-syndromic x-linked intellectual disability 42
DOID:0112056,x-linked intellectual disability-short stature-overweight syndrome
DOID:0112051,non-syndromic x-linked intellectual disability 30
DOID:0112050,non-syndromic x-linked intellectual disability 63
DOID:0112053,non-syndromic x-linked intellectual disability 88
DOID:0112052,non-syndromic x-linked intellectual disability 82
DOID:9395,croup
DOID:9396,acute laryngitis
DOID:0060565,ritscher-schinzel syndrome
DOID:9392,tracheitis
DOID:0080115,mitochondrial complex iii deficiency nuclear type 6
DOID:9398,epiglottitis
DOID:0080706,medulloblastoma non-wnt/non-shh
DOID:0110869,congenital stationary night blindness 1e
DOID:13097,intracranial arteriosclerosis
DOID:4196,femoral neuropathy
DOID:13096,sneddon syndrome
DOID:8410,childhood kidney angiomyolipoma
DOID:0080919,unilateral focal polymicrogyria
DOID:0040083,chlamydia pneumonia
DOID:0050704,childhood electroclinical syndrome
DOID:0050705,adolescence-adult electroclinical syndrome
DOID:0050706,variable age at onset electroclinical syndrome
DOID:0050707,obsolete nonsyndromic epilepsy
DOID:0050700,cardiomyopathy
DOID:0050701,electroclinical syndrome
DOID:0050702,neonatal period electroclinical syndrome
DOID:0050703,infancy electroclinical syndrome
DOID:0050252,obsolete dipylidium caninum infectious disease
DOID:0050253,mesocestoidiasis
DOID:0050250,philophthalmiasis
DOID:0050251,coenurosis
DOID:0050256,angiostrongyliasis
DOID:0050709,early infantile epileptic encephalopathy
DOID:0050254,acanthocephaliasis
DOID:0050255,obsolete uncinaria stenocephala infectious disease
DOID:2513,basal cell carcinoma
DOID:2512,nevoid basal cell carcinoma syndrome
DOID:13098,central retinal artery occlusion
DOID:2517,intracranial structure hemangioma
DOID:0050778,meckel syndrome
DOID:2515,obsolete meningococcal infectious disease
DOID:2514,obsolete meningococcal optic neuritis
DOID:2519,testicular disease
DOID:2518,orchitis
DOID:4050,mediastinum sarcoma
DOID:4051,alveolar rhabdomyosarcoma
DOID:4052,obsolete rhabdomyosarcoma recurrent
DOID:4053,rectum rhabdomyosarcoma
DOID:4054,prostate sarcoma
DOID:4055,ectomesenchymoma
DOID:4056,obsolete adult rhabdomyosarcoma
DOID:4057,gallbladder rhabdomyosarcoma
DOID:4058,gallbladder sarcoma
DOID:5802,obsolete hepatoblastoma with combined fetal epithelial differentiation
DOID:0080626,corticosterone methyloxidase deficiency 1
DOID:8255,vulva fibroepithelial polyp
DOID:0111238,congenital muscular dystrophy-dystroglycanopathy type a13
DOID:0111239,congenital muscular dystrophy-dystroglycanopathy type a10
DOID:13252,mesenteric vascular occlusion
DOID:0111230,congenital muscular dystrophy-dystroglycanopathy type a11
DOID:0111231,congenital muscular dystrophy-dystroglycanopathy type a8
DOID:0111232,congenital muscular dystrophy-dystroglycanopathy type a9
DOID:0111233,congenital muscular dystrophy-dystroglycanopathy a14
DOID:0111234,congenital muscular dystrophy-dystroglycanopathy a7
DOID:0050258,obsolete angiostrongylus costaricensis infectious disease
DOID:0111236,congenital muscular dystrophy-dystroglycanopathy type a3
DOID:0111237,congenital muscular dystrophy-dystroglycanopathy type a1
DOID:0080518,meier-gorlin syndrome 7
DOID:0080519,papa syndrome
DOID:0050259,baylisascariasis
DOID:3842,skull base cancer
DOID:0080510,epidermolysis bullosa simplex localized type
DOID:0080511,epidermolysis bullosa simplex generalized type
DOID:0080512,meier-gorlin syndrome 1
DOID:0080513,meier-gorlin syndrome 2
DOID:0080514,meier-gorlin syndrome 3
DOID:8413,obsolete recurrent extraskeletal osteosarcoma
DOID:0080516,meier-gorlin syndrome 5
DOID:0080517,meier-gorlin syndrome 6
DOID:490,hemangioma of lung
DOID:3939,obsolete lipomatous cancer
DOID:495,sclerosing hemangioma
DOID:496,spindle cell hemangioma
DOID:946,dientamoebiasis
DOID:3098,small cell sarcoma
DOID:949,chronic dacryoadenitis
DOID:0111586,martsolf syndrome
DOID:0111587,gordon holmes syndrome
DOID:0111584,dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
DOID:0111585,carnitine-acylcarnitine translocase deficiency
DOID:0111582,hereditary arterial and articular multiple calcification syndrome
DOID:0111583,carboxypeptidase n deficiency
DOID:0111580,behr syndrome
DOID:0111581,c syndrome
DOID:0050708,early onset absence epilepsy
DOID:0111588,greenberg dysplasia
DOID:0050257,obsolete angiostrongylus cantonensis infectious disease
DOID:0060646,congenital chylothorax
DOID:3930,otitis interna
DOID:0060844,norrie disease
DOID:4962,pericardial tuberculosis
DOID:2510,kluver-bucy syndrome
DOID:2633,obsolete mucinous cystadenoma
DOID:2630,obsolete papillary cystadenoma
DOID:2516,intracranial cavernous angioma
DOID:14063,obsolete acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
DOID:3201,sympathetic neurilemmoma
DOID:11541,recurrent corneal erosion
DOID:2631,obsolete serous cystadenoma
DOID:3204,schwannomatosis
DOID:14066,acute diffuse nephritis
DOID:3206,plexiform schwannoma
DOID:14064,acute poststreptococcal glomerulonephritis
DOID:2949,obsolete nidovirales infectious disease
DOID:3209,junctional epidermolysis bullosa
DOID:11549,adie syndrome
DOID:14068,blackwater fever
DOID:0110189,leber congenital amaurosis 15
DOID:0110188,leber congenital amaurosis 14
DOID:0110543,autosomal dominant nonsyndromic deafness 11
DOID:2634,cystadenoma
DOID:3540,choroid plexus cancer
DOID:0110181,charcot-marie-tooth disease axonal type 2z
DOID:0110180,charcot-marie-tooth disease axonal type 2cc
DOID:0110183,charcot-marie-tooth disease type 4c
DOID:2143,ovarian malignant mesothelioma
DOID:0110185,charcot-marie-tooth disease type 4a
DOID:3022,obsolete complication of the puerperium
DOID:0110187,charcot-marie-tooth disease type 4k
DOID:0110186,charcot-marie-tooth disease type 4d
DOID:8752,obsolete tuberculous pneumonia
DOID:7589,obsolete ovarian dermoid cyst with melanocytic nevus
DOID:11760,kohler's disease
DOID:1657,ventricular septal defect
DOID:0060545,hermansky-pudlak syndrome 7
DOID:7583,glottis verrucous carcinoma
DOID:12932,endomyocardial fibrosis
DOID:7581,obsolete psychogenic depressive psychosis
DOID:12930,dilated cardiomyopathy
DOID:7587,supraglottis squamous cell carcinoma
DOID:12936,obsolete secondary cardiomyopathy
DOID:12935,alcoholic cardiomyopathy
DOID:0050921,pharynx squamous cell carcinoma
DOID:3026,obsolete metastatic prostatic adenocarcinoma
DOID:0080117,mitochondrial complex iii deficiency nuclear type 8
DOID:3027,obsolete metastatic adenocarcinoma
DOID:8751,obsolete hodgkin's granuloma involving intrathoracic lymph nodes
DOID:0070168,spermatogenic failure 3
DOID:10914,amnestic disorder
DOID:0070069,autosomal dominant intellectual developmental disorder 39
DOID:0070162,hereditary sensory and autonomic neuropathy type 1
DOID:0070163,spermatogenic failure 21
DOID:0070160,atypical hereditary sensory neuropathy
DOID:0070161,hereditary sensory and autonomic neuropathy type 2
DOID:0070166,spermatogenic failure 20
DOID:0070167,spermatogenic failure 6
DOID:0070164,spermatogenic failure 2
DOID:0070165,spermatogenic failure 18
DOID:0110365,retinitis pigmentosa 28
DOID:0110364,retinitis pigmentosa 54
DOID:0110367,retinitis pigmentosa 38
DOID:0110366,retinitis pigmentosa 33
DOID:0110361,retinitis pigmentosa 75
DOID:0110360,retinitis pigmentosa 39
DOID:0110363,retinitis pigmentosa 71
DOID:0110362,retinitis pigmentosa 58
DOID:8609,obsolete moderate degree recurrent episode manic disease
DOID:8354,complement component 3 deficiency
DOID:0110369,retinitis pigmentosa 47
DOID:0110368,retinitis pigmentosa 26
DOID:7365,kimura disease
DOID:7364,obsolete organic anxiety disorder
DOID:7363,vulvar keratinizing squamous cell carcinoma
DOID:7362,obsolete teratoma of cns with malignant transformation
DOID:7360,solid pattern testicular yolk sac tumor
DOID:11150,obsolete glaucoma due to raised episcleral venous pressure
DOID:11151,cholecystolithiasis
DOID:14472,hantavirus pulmonary syndrome
DOID:14473,obsolete adenovirus pneumonia
DOID:14474,obsolete respiratory syncytial virus pneumonia
DOID:14475,obsolete parainfluenzal pneumonia
DOID:11156,anhidrosis
DOID:14477,obsolete cytomegalovirus pneumonia
DOID:11158,obsolete disorder of optic chiasm associated with non-pituitary neoplasm
DOID:8757,gastric mucosal hypertrophy
DOID:0111509,lymphedema-distichiasis syndrome
DOID:6184,obsolete squamous cell carcinoma of unknown primary
DOID:7514,wolffian adnexal neoplasm
DOID:0060019,coronin-1a deficiency
DOID:0060018,cd3gamma deficiency
DOID:6180,obsolete cytomegalovirus gastritis
DOID:7515,lumbar spinal canal and spinal cord meningioma
DOID:0060013,x-linked severe combined immunodeficiency
DOID:0060012,recombinase activating gene 2 deficiency
DOID:0060011,recombinase activating gene 1 deficiency
DOID:0110547,autosomal dominant nonsyndromic deafness 16
DOID:0060017,cd3epsilon deficiency
DOID:0060016,cd3delta deficiency
DOID:0060015,interleukin-7 receptor alpha deficiency
DOID:0060014,cd45 deficiency
DOID:7517,obsolete central nervous system mixed germ cell tumor
DOID:1470,major depressive disorder
DOID:0111120,nephronophthisis 9
DOID:7047,penis basaloid carcinoma
DOID:3090,obsolete testicular non-neoplastic disease
DOID:13112,mechanical entropion
DOID:1474,aggressive periodontitis
DOID:6988,peripheral epithelioid sarcoma
DOID:6989,obsolete non-neoplastic non-molar trophoblastic disorder
DOID:6980,obsolete recurrent rectosigmoid cancer
DOID:0060544,hermansky-pudlak syndrome 6
DOID:3093,nervous system cancer
DOID:7049,basaloid squamous cell skin carcinoma
DOID:10399,seminal vesicle chronic gonorrhea
DOID:10398,pneumonic plague
DOID:0110468,autosomal recessive nonsyndromic deafness 13
DOID:7326,cranial pseudosarcomatous fasciitis
DOID:8754,"obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of inguinal region and lower limb"
DOID:10393,secondary hypertrophic osteoarthropathy
DOID:3092,obsolete opportunistic moraxellaceae infectious disease
DOID:0050510,obsolete aids-related cystoisosporiasis
DOID:0111235,congenital muscular dystrophy-dystroglycanopathy type a12
DOID:0110469,autosomal recessive nonsyndromic deafness 14
DOID:0050069,obsolete yersinia pestis infectious disease
DOID:0050068,obsolete pestis minor
DOID:0050065,obsolete cutaneous listeriosis
DOID:6643,baastrup's syndrome
DOID:0050067,obsolete listeria septicaemia
DOID:0050066,obsolete listeria meningoencephalitis
DOID:0050061,erysipeloid
DOID:0050063,obsolete abortive plague
DOID:4908,anal carcinoma
DOID:374,nutrition disease
DOID:12156,arachnoiditis
DOID:370,malignant olfactory nerve neoplasm
DOID:371,extracranial neuroblastoma
DOID:3575,cavernous sinus thrombosis
DOID:373,obsolete infant nutrition disorder
DOID:3094,obsolete neuroepithelial neoplasm
DOID:379,external ear disease
DOID:14117,obsolete group a hyperlipidemia
DOID:11843,coronary artery anomaly
DOID:11840,coronary artery vasospasm
DOID:0110528,autosomal recessive nonsyndromic deafness 83
DOID:11821,bladder lymphoma
DOID:11849,obsolete degenerative changes of ciliary body
DOID:4902,appendix carcinoma
DOID:0050399,obsolete bordetella pertussis whooping cough
DOID:4800,obsolete iris vascular disorder
DOID:5855,anteroseptal myocardial infarction
DOID:4903,granular cell carcinoma
DOID:0050393,obsolete chryseobacterium indologenes pneumonia
DOID:4807,obsolete swine vesicular disease
DOID:0050391,obsolete elizabethkingia meningoseptica meningitis
DOID:6648,adult pineoblastoma
DOID:0050397,obsolete cerebral bilophila wadsworthia infectious disease
DOID:0050396,obsolete nocardial keratitis
DOID:0050395,obsolete nocardial cellulitis
DOID:0050394,obsolete nocardial pneumonia
DOID:0110804,hereditary spastic paraplegia 52
DOID:4590,obsolete multiple meningiomas
DOID:4906,small intestine adenocarcinoma
DOID:9836,obsolete refraction or accommodation disorder
DOID:0080515,meier-gorlin syndrome 4
DOID:4904,obsolete intestinal type carcinoma
DOID:14761,greig cephalopolysyndactyly syndrome
DOID:0081264,"developmental delay, hypotrophy, and dysmorphic features without moebius syndrome"
DOID:9173,submandibular gland cancer
DOID:14762,calcaneonavicular coalition
DOID:9528,obsolete acute renal failure with lesion of renal medullary necrosis
DOID:848,arthritis
DOID:0110233,cataract 27
DOID:0110465,autosomal recessive nonsyndromic deafness 104
DOID:0040009,lidocaine allergy
DOID:0050517,barmah forest virus disease
DOID:7511,breast intraductal papillomatosis
DOID:60002,bartholin's gland disease
DOID:0110969,brachydactyly type b1
DOID:0080854,anaplastic pleomorphic xanthoastrocytoma
DOID:0110967,brachydactyly type a4
DOID:11231,orbital periostitis
DOID:0110965,brachydactyly type a2
DOID:0110964,brachydactyly type a1
DOID:0110963,ballard syndrome
DOID:0110962,brachydactyly-preaxial hallux varus syndrome
DOID:0110961,atypical gaucher's disease due to saposin c deficiency
DOID:0110960,gaucher's disease perinatal lethal
DOID:0050887,townes-brocks syndrome
DOID:9988,tertiary neurosyphilis
DOID:4608,common bile duct neoplasm
DOID:5822,gray zone lymphoma
DOID:4607,biliary tract cancer
DOID:676,juvenile rheumatoid arthritis
DOID:4603,epidermolytic hyperkeratosis
DOID:9986,orbit lymphoma
DOID:492,acquired hemangioma
DOID:0050088,obsolete gastrointestinal mucormycosis
DOID:0050939,uterine corpus endometrial carcinoma
DOID:11719,oculopharyngeal muscular dystrophy
DOID:11716,prediabetes syndrome
DOID:0050936,extra-adrenal pheochromocytoma
DOID:0050935,cervical neuroblastoma
DOID:3056,obsolete paramyxoviridae infectious disease
DOID:0050933,ovarian serous carcinoma
DOID:0050932,lung mucoepidermoid carcinoma
DOID:0050931,parotid gland adenoid cystic carcinoma
DOID:3052,balkan nephropathy
DOID:13579,kwashiorkor
DOID:5518,penis squamous cell carcinoma
DOID:5519,colon squamous cell carcinoma
DOID:0111569,autosomal dominant vitreoretinochoroidopathy
DOID:5513,pediculus humanus corporis infestation
DOID:5510,pineal dysgerminoma
DOID:5511,dysgerminoma of ovary
DOID:13574,cortical senile cataract
DOID:13575,non-renal secondary hyperparathyroidism
DOID:5514,breast squamous cell carcinoma
DOID:5515,nasal cavity squamous cell carcinoma
DOID:0080142,mosaic variegated aneuploidy syndrome 2
DOID:0080222,pseudohypoparathyroidism type ib
DOID:0110460,dilated cardiomyopathy 2a
DOID:0080223,epidermolytic palmoplantar keratoderma
DOID:12161,peripheral retinal degeneration
DOID:12162,pseudoretinitis pigmentosa
DOID:12163,senile reticular retinal degeneration
DOID:12164,blessig's cysts
DOID:0080220,obsolete major affective disorder 1
DOID:12166,cobblestone retinal degeneration
DOID:12167,secondary vitreoretinal degeneration
DOID:9181,amebiasis
DOID:9180,obsolete amebic colitis
DOID:13403,neurosarcoidosis
DOID:9184,obsolete sleep arousal disorder
DOID:4939,ureter carcinoma
DOID:4938,ureter adenocarcinoma
DOID:4937,obsolete oxyphilic adenocarcinoma
DOID:0070306,post-cardiac arrest syndrome
DOID:4935,obsolete acidophil carcinoma
DOID:4934,apocrine sweat gland cancer
DOID:0110805,hereditary spastic paraplegia 53
DOID:4932,ampulla of vater carcinoma
DOID:4931,nasal cavity carcinoma
DOID:0080735,ehlers-danlos syndrome kyphoscoliotic type 2
DOID:0080239,autosomal recessive intellectual developmental disorder 61
DOID:0070318,dry beriberi
DOID:0070315,hypoplastic right heart syndrome
DOID:0060546,hermansky-pudlak syndrome 8
DOID:0070317,wet beriberi
DOID:0070316,miura type epiphyseal chondrodysplasia
DOID:0070311,oligoasthenoteratozoospermia
DOID:0070310,drug-induced hearing loss
DOID:0070313,thiamine deficiency disease
DOID:0070312,obsolete peters-plus syndrome
DOID:0060839,isolated microphthalmia 2
DOID:0080722,kenny-caffey syndrome type 1
DOID:0080721,calvarial doughnut lesions with bone fragility
DOID:0080720,autosomal dominant congenital deafness with onychodystrophy
DOID:0080727,ehlers-danlos syndrome arthrochalasia type 1
DOID:0080726,ehlers-danlos syndrome classic type 2
DOID:0080725,basan syndrome
DOID:0080739,ehlers-danlos syndrome spondylodysplastic type 3
DOID:0060831,griscelli syndrome
DOID:0060830,"deafness-intellectual disability, martin-probst type syndrome"
DOID:0060833,griscelli syndrome type 2
DOID:0060832,griscelli syndrome type 1
DOID:0060835,isolated microphthalmia 6
DOID:0080228,autosomal dominant intellectual developmental disorder 53
DOID:0060837,isolated microphthalmia 5
DOID:0060836,isolated microphthalmia 4
DOID:0080229,obsolete autosomal dominant mental retardation 61
DOID:8659,chickenpox
DOID:0050657,bannayan-riley-ruvalcaba syndrome
DOID:0050886,troyer syndrome
DOID:2898,obsolete commensal streptococcal infectious disease
DOID:0050654,baller-gerold syndrome
DOID:2892,exocervical carcinoma
DOID:2893,cervix carcinoma
DOID:2890,obsolete primary klebsiella infectious disease
DOID:2891,thyroid adenoma
DOID:8292,atypical follicular adenoma
DOID:578,obsolete urination disorder
DOID:576,proteinuria
DOID:10000,obsolete visual cortex disorder due to neoplasm
DOID:574,peripheral nervous system disease
DOID:572,mononeuritis of upper limb and mononeuritis multiplex
DOID:573,nerve compression syndrome
DOID:10007,obsolete respiratory syncytial virus bronchiolitis
DOID:571,median neuropathy
DOID:8501,fundus dystrophy
DOID:0110798,hereditary spastic paraplegia 46
DOID:0110799,hereditary spastic paraplegia 47
DOID:0110794,hereditary spastic paraplegia 42
DOID:0110795,hereditary spastic paraplegia 43
DOID:0110796,hereditary spastic paraplegia 44
DOID:0110797,hereditary spastic paraplegia 45
DOID:0110790,hereditary spastic paraplegia 39
DOID:0110791,hereditary spastic paraplegia 3a
DOID:0110792,hereditary spastic paraplegia 4
DOID:0110793,hereditary spastic paraplegia 41
DOID:2092,transient arthritis
DOID:2093,vulvar melanoma
DOID:2096,vulvar sarcoma
DOID:2097,vulval paget's disease
DOID:2094,obsolete vulvar sweat gland cancer
DOID:0111695,familial adult myoclonic epilepsy 3
DOID:6549,obsolete schistosoma hematobium-related bladder verrucous squamous cell carcinoma
DOID:2098,vulva adenocarcinoma
DOID:0111589,coach syndrome
DOID:10144,obsolete secondary malignant neoplasm to the thymus
DOID:10145,obsolete metastases to mediastinum
DOID:10146,thymus lymphoma
DOID:10140,dry eye syndrome
DOID:10141,obsolete asthenopia
DOID:10142,obsolete chlamydia trachomatis peritonitis
DOID:10149,long bones of lower limb cancer
DOID:0080113,mitochondrial complex iii deficiency nuclear type 4
DOID:0111779,x-linked panhypopituitarism
DOID:0111778,"46,xy sex reversal 1"
DOID:0111771,"46,xy sex reversal 4"
DOID:0111770,"46,xy sex reversal 9"
DOID:0111773,"46,xy sex reversal 8"
DOID:0070207,familial partial lipodystrophy type 1
DOID:0111775,"46,xy sex reversal 10"
DOID:0111774,"46,xy sex reversal 7"
DOID:0111777,"46,xy sex reversal 2"
DOID:14749,methylmalonic acidemia
DOID:0111821,ichthyosis follicularis-alopecia-photophobia syndrome 1
DOID:0111820,zygodactyly 1
DOID:0111823,autosomal hemophilia a
DOID:0111822,child syndrome
DOID:0111825,autosomal dominant aarskog syndrome
DOID:0111824,aarskog syndrome
DOID:0111827,x-linked spinal muscular atrophy 2
DOID:0111826,abruzzo-erickson syndrome
DOID:0111829,x-linked spinocerebellar ataxia 1
DOID:0110423,dilated cardiomyopathy 1c
DOID:0110420,dominant pericentral pigmentary retinopathy
DOID:0110421,late-adult onset retinitis pigmentosa
DOID:0110426,dilated cardiomyopathy 1d
DOID:0110427,dilated cardiomyopathy 1v
DOID:0110424,dilated cardiomyopathy 1cc
DOID:0110425,dilated cardiomyopathy 1a
DOID:0080732,ehlers-danlos syndrome classic-like 2
DOID:146,papilledema
DOID:145,obsolete papilledema associated with retinal disorder
DOID:0110406,retinitis pigmentosa 30
DOID:0080958,primary hypoalphalipoproteinemia 2
DOID:12899,benign lymphoepithelial lesion of salivary gland
DOID:0080959,arrhythmogenic right ventricular dysplasia 14
DOID:12894,sjogren's syndrome
DOID:12895,keratoconjunctivitis sicca
DOID:12897,submandibular gland disease
DOID:0110407,retinitis pigmentosa 57
DOID:988,mitral valve prolapse
DOID:12779,obsolete recurrent kaposi's sarcoma
DOID:0080951,alopecia-mental retardation syndrome 3
DOID:0110400,retinitis pigmentosa 22
DOID:9788,myositis fibrosa
DOID:0080952,amed syndrome
DOID:0090058,torsion dystonia with onset in infancy
DOID:0090059,enhanced s-cone syndrome
DOID:0080953,amelogenesis imperfecta type 1j
DOID:12763,obsolete classic kaposi's sarcoma
DOID:0050743,mature t-cell and nk-cell lymphoma
DOID:0090050,dystonia 27
DOID:0090051,dystonia 23
DOID:0090052,dystonia 24
DOID:0090053,episodic kinesigenic dyskinesia 1
DOID:0090054,episodic kinesigenic dyskinesia 2
DOID:0090055,dystonia 25
DOID:0090056,dystonia 12
DOID:0090057,x-linked dystonia-parkinsonism
DOID:14397,protozoal dysentery
DOID:6579,chest wall bone cancer
DOID:0080956,"childhood supratentorial embryonal tumor with multilayered rosettes, c19mc-altered"
DOID:0110401,retinitis pigmentosa 74
DOID:14392,thrombophlebitis migrans
DOID:6575,childhood optic tract astrocytoma
DOID:6574,obsolete borderline malignancy papillary mucinous cystadenoma
DOID:6577,obsolete ovarian dermoid cyst with sebaceous adenoma
DOID:0080957,primary hypoalphalipoproteinemia 1
DOID:6571,non-invasive bladder urothelial carcinoma
DOID:6573,obsolete recurrent adult brain tumor
DOID:5071,obsolete central nervous system soft tissue neoplasm
DOID:5070,obsolete neoplasm of body of uterus
DOID:5073,obsolete malignant neoplasm of meninges
DOID:5072,obsolete meninges gliomatosis
DOID:5075,myxopapillary ependymoma
DOID:5074,high grade ependymoma
DOID:5077,subependymal giant cell astrocytoma
DOID:5076,mixed glioma
DOID:5078,ganglioglioma
DOID:4,disease
DOID:7,disease of anatomical entity
DOID:3,obsolete disease by environmental exposure
DOID:12424,thyrocalcitonin secretion disease
DOID:0112150,x-linked spondyloepimetaphyseal dysplasia
DOID:0112151,corpus callosum agenesis-abnormal genitalia syndrome
DOID:0112152,chime syndrome
DOID:0112153,hypomyelinating leukodystrophy 20
DOID:0112154,inflammatory bowel disease 30
DOID:0112155,inflammatory bowel disease 29
DOID:0112156,x-linked dyserythropoietic anemia
DOID:0112157,x-linked atrophic macular degeneration
DOID:0112158,de sanctis-cacchione syndrome
DOID:0112159,autosomal dominant nonsyndromic deafness 78
DOID:0060681,autosomal dominant nocturnal frontal lobe epilepsy
DOID:9408,acute myocardial infarction
DOID:9409,diabetes insipidus
DOID:7516,childhood central nervous system mixed germ cell tumor
DOID:6518,bartholin's gland adenomyoma
DOID:6792,obsolete mixed endodermal sinus neoplasm and teratoma with seminoma of the testis
DOID:0060358,multiple acyl-coa dehydrogenase deficiency
DOID:0060359,sakati-nyhan syndrome
DOID:0060608,microcephalic osteodysplastic primordial dwarfism type i
DOID:0060609,microcephalic osteodysplastic primordial dwarfism type ii
DOID:0060606,fetal nicotine spectrum disorder
DOID:0060355,amyotrophic lateral sclerosis type 22
DOID:0060356,vici syndrome
DOID:0060357,chylomicron retention disease
DOID:0060602,alpha-methylacyl-coa racemase deficiency
DOID:0060351,mitochondrial complex iii deficiency nuclear type 2
DOID:0060600,obsolete hereditary motor and sensory neuropathy with agenesis of the corpus callosum
DOID:0060601,alpha-2-plasmin inhibitor deficiency
DOID:0110888,inflammatory bowel disease 18
DOID:13386,gastrointestinal anthrax
DOID:1222,cartilage disease
DOID:8995,obsolete malignant histiocytosis involving intra-abdominal lymph nodes
DOID:13382,megaloblastic anemia
DOID:13381,pernicious anemia
DOID:13380,obsolete acute pyelonephritis with lesion of renal medullary necrosis
DOID:0110880,holoprosencephaly 4
DOID:0110881,holoprosencephaly 1
DOID:0110882,inflammatory bowel disease 7
DOID:0110883,inflammatory bowel disease 17
DOID:0110884,inflammatory bowel disease 23
DOID:0110885,inflammatory bowel disease 10
DOID:0110886,inflammatory bowel disease 9
DOID:0110887,inflammatory bowel disease 12
DOID:12397,entropion
DOID:12396,obsolete entropion and trichiasis of eyelid
DOID:0112039,non-syndromic x-linked intellectual disability 77
DOID:0112038,non-syndromic x-linked intellectual disability 1
DOID:12392,"obsolete leukemic reticuloendotheliosis involving lymph nodes of head, face and neck"
DOID:2880,obsolete hantavirus infectious disease
DOID:0112033,non-syndromic x-linked intellectual disability 81
DOID:0112032,non-syndromic x-linked intellectual disability 92
DOID:0112031,non-syndromic x-linked intellectual disability 89
DOID:0112030,non-syndromic x-linked intellectual disability 84
DOID:0112037,chromosome xp11.22 duplication syndrome
DOID:0112036,non-syndromic x-linked intellectual disability 105
DOID:0112035,non-syndromic x-linked intellectual disability 96
DOID:0112034,non-syndromic x-linked intellectual disability 9
DOID:8994,"obsolete hodgkin's sarcoma involving lymph nodes of head, face, and neck"
DOID:8286,obsolete metastatic epithelioid sarcoma
DOID:8281,obsolete recurrent malignant peripheral nerve sheath neoplasm
DOID:0070474,childhood-onset neurodegeneration with brain atrophy
DOID:8283,peritonitis
DOID:8282,adult epithelioid sarcoma
DOID:8997,polycythemia vera
DOID:3200,cerebellopontine angle tumor
DOID:3202,neurilemmoma of the fifth cranial nerve
DOID:11254,brill-zinsser disease
DOID:3203,macrocystic neurilemmoma
DOID:13911,achromatopsia
DOID:2392,glandular cystitis
DOID:3205,melanotic neurilemmoma
DOID:8924,autoimmune thrombocytopenic purpura
DOID:0050230,obsolete intestinal capillariasis
DOID:0050723,psat deficiency
DOID:0050720,ornithine translocase deficiency
DOID:0050721,serine deficiency
