Identifier,Disease
infantile melanotic neuroectodermal neoplasm,{DOID:166}
retinitis pigmentosa 4,{DOID:0110372}
cataract 6 multiple types,{DOID:0110229}
villous adenocarcinoma,{DOID:4917}
supraglottis verrucous carcinoma,{DOID:7586}
gastresophageal reflux,{DOID:8534}
temporomandibular joint dysfunction syndrome,{DOID:984}
finnish congenital nephrosis,{DOID:0080390}
congenital megacolon,{DOID:10487}
obsolete mixed choriocarcinoma and seminoma of the testis,{DOID:8390}
dentoleukoencephalopathy,{DOID:0060794}
vulvar angiokeratoma,{DOID:2066}
obsolete neuronal and glio-neuronal neoplasm,{DOID:2623}
secondary and unspecified malignant neoplasm of intrapelvic lymph nodes (disorder),{DOID:12973}
familial arrhythmogenic right ventricular dysplasia 13,{DOID:0110084}
progressive myositis ossificans,{DOID:13374}
disease due to paramyxovirus (disorder),{DOID:3729}
limited scleroderma,{DOID:1577}
vaginal endodermal sinus neoplasm,{DOID:1910}
ofd9,{DOID:0060382}
ofd8,{DOID:0060378}
tsutsugamushi disease,{DOID:13371}
urinary bladder anterior wall cancer,{DOID:11814}
malignant neoplasm of retina,{DOID:4645}
ofd7,{DOID:0060377}
ofd6,{DOID:0060376}
ofd5,{DOID:0060375}
ofd4,{DOID:0060374}
cerebrocostomandibular syndrome,{DOID:0111248}
hypersensitivity reaction type iv disease,{DOID:2916}
ws2d,{DOID:0110952}
ws2e,{DOID:0110956}
ws2a,{DOID:0110950}
ws2b,{DOID:0110947}
mucocele of appendix,{DOID:13248}
hauptmann-thannhauser muscular dystrophy,{DOID:0070247}
agranular cd4+ cd56+ hematodermic neoplasm/tumor,{DOID:0081076}
obsolete anaplastic oligoastrocytoma,{DOID:7306}
fatty acid alcohol oxidoreductase deficiency,{DOID:14501}
obsolete schistosoma hematobium-related bladder squamous cell carcinoma,{DOID:5963}
cor pulmonale,{DOID:8515}
intraductal papillomatosis (morphologic abnormality),{DOID:2651}
brain germinoma,{DOID:2127}
unspecified crystal arthropathy involving shoulder region,{DOID:829}
molar pregnancy with choriocarcinoma,{DOID:2025}
juvenile dermatitis herpetiformis,{DOID:8507}
necrotizing sialometaplasia,{DOID:12901}
minimal change disease,{DOID:10966}
obsolete enchondromatosis,{DOID:4625}
ankylosis of teeth,{DOID:12661}
malignant renal pelvis neoplasm,{DOID:4919}
protanopia,{DOID:13910}
sarcos,{DOID:0112307}
chronic rejection of renal transplant (disorder),{DOID:2985}
parapharyngeal meningioma,{DOID:8216}
"hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and/or lower limb (disorder)",{DOID:8627}
cmt4x,{DOID:0110212}
ovarian clear cell carcinoma,{DOID:0050934}
tracheal cancer,{DOID:11920}
cmt4a,{DOID:0110185}
cmt4c,{DOID:0110183}
cmt4e,{DOID:0110195}
cmt4d,{DOID:0110186}
cmt4g,{DOID:0110196}
cmt4f,{DOID:0110193}
nonepidermolytic keratinocytic nevus,{DOID:0111162}
cmt4k,{DOID:0110187}
cmt4j,{DOID:0110184}
obsolete vaginal tubular adenoma,{DOID:6809}
monofixation syndrome,{DOID:9843}
developmental and epileptic encephalopathy 9,{DOID:0060848}
developmental and epileptic encephalopathy 8,{DOID:0080215}
developmental and epileptic encephalopathy 7,{DOID:0080462}
familial high density lipoprotein deficiency,{DOID:1388}
developmental and epileptic encephalopathy 5,{DOID:0080438}
developmental and epileptic encephalopathy 4,{DOID:0080436}
developmental and epileptic encephalopathy 3,{DOID:0080440}
developmental and epileptic encephalopathy 2,{DOID:0080467}
developmental and epileptic encephalopathy 1,{DOID:0080468}
carotid artery stenosis,{DOID:13001}
polygonal cell thymoma,{DOID:6530}
gdxym,{DOID:0111774}
obsolete glaucoma with ocular inflammation,{DOID:9379}
hypomyelination with atrophy of basal ganglia and cerebellum,{DOID:0060798}
primary malignant neoplasm of hilus of lung,{DOID:7696}
alveoli adenoma,{DOID:8003}
deficiency of dna repair (finding),{DOID:2961}
bennion-patterson syndrome,{DOID:0111506}
lipodystrophy-rieger anomaly-diabetes syndrome,{DOID:0111454}
streptococcus equi subsp. zooepidemicus meningitis,{DOID:0050418}
autosomal dominant intellectual developmental disorder-56,{DOID:0080226}
pinta disease,{DOID:1022}
near-fatal asthma,{DOID:0080823}
eccrine spiradenoma,{DOID:5444}
multiple sebaceous cysts,{DOID:0111556}
obsolete fibromuscular dysplasia,{DOID:2389}
thoracic or lumbar spondylosis with myelopathy,{DOID:2247}
cerebral creatine deficiency syndrome 1,{DOID:0050800}
cerebral creatine deficiency syndrome 2,{DOID:0050799}
cerebral creatine deficiency syndrome 3,{DOID:0050712}
nedmisba,{DOID:0070277}
hyperphosphatemia,{DOID:0050459}
obsolete primary enterobacteriaceae infectious disease,{DOID:2567}
hypopotassemia,{DOID:4500}
teratocarcinoma of mediastinum,{DOID:6104}
obsolete early onset breast ovarian cancer syndrome,{DOID:5991}
imd45,{DOID:0111994}
adult dermatomyositis,{DOID:14202}
obsolete familial hypophosphatemia,{DOID:4332}
severe rectal dysplasia,{DOID:9174}
obsolete trabecular adenoma,{DOID:5400}
tay-sachs disease,{DOID:3320}
multiple endocrine neoplasia type 2b,{DOID:10016}
multiple endocrine neoplasia type 2a,{DOID:0050430}
optic atrophy 7 with or without auditory neuropathy,{DOID:0111437}
candidal esophagitis,{DOID:13146}
relapsed/refractory diffuse large b-cell lymphoma,{DOID:0080192}
juvenile nephronophthisis 4,{DOID:0111115}
clear cell carcinoma of the liver cells,{DOID:5016}
juvenile nephronophthisis 1,{DOID:0111112}
ataxia-oculomotor apraxia type 4,{DOID:0081383}
adult brainstem astrocytoma,{DOID:5922}
obsolete vulvar congenital melanocytic nevus,{DOID:2077}
obsolete catatonic type schizophrenia chronic state with acute exacerbation,{DOID:12543}
obsolete galactorrhea not associated with childbirth,{DOID:10689}
rp88,{DOID:0112145}
rp89,{DOID:0112146}
hmsnr,{DOID:0110196}
third mobile window syndrome,{DOID:0080193}
rp86,{DOID:0112143}
rp87,{DOID:0112144}
developmental dislocation of joint of shoulder region,{DOID:1053}
rp85,{DOID:0112142}
neurobehavioral disorder with prenatal alcohol exposure,{DOID:0081052}
ring staphyloma,{DOID:11594}
multiple cranial nerve palsies,{DOID:13866}
disorder of pulp of tooth,{DOID:5330}
unspecified disorder of joint of pelvic region and thigh,{DOID:13650}
vipoma,{DOID:5574}
congenital factor ii deficiency,{DOID:2235}
obsolete sensory disorder of eyelid,{DOID:13157}
recessive dystrophic epidermolysis bullosa,{DOID:0060642}
nontraumatic rupture of flexor tendons of hand and wrist,{DOID:336}
congenital biliary ectasias,{DOID:898}
nodular episcleritis,{DOID:728}
appendix disease,{DOID:60000}
systemic nonneuropathic amyloidosis,{DOID:0050636}
hyperinsulinemic hypoglycemia due to short chain 3-hydroxylacyl-coa dehydrogenase deficiency,{DOID:0070215}
"polycythemia, emotional",{DOID:2838}
suppurative uveitis,{DOID:13140}
capillary hemangioma,{DOID:2725}
disease of metabolism,{DOID:0014667}
congenital convex foot,{DOID:0111568}
metaplastic meningioma,{DOID:7419}
brachymelic primordial dwarfism,{DOID:0060608}
oav (oculoauriculovertebral) dysplasia,{DOID:2907}
tubular androblastoma,{DOID:3577}
cms ia2,{DOID:0110671}
malouf syndrome,{DOID:0111584}
pediculus corporis,{DOID:5513}
"griscelli syndrome, cutaneous and neurological type",{DOID:0060832}
"intermittent esotropia, monocular",{DOID:10294}
peroneal muscular atrophy,{DOID:0110152}
miliaria rubra,{DOID:11153}
engelman's disease,{DOID:4997}
hereditary generalized hypotrichosis simplex,{DOID:0110698}
infestation by phthirus pubis,{DOID:13760}
cancer of parotid gland,{DOID:9036}
glomus tumor,{DOID:2431}
isthmus cancer,{DOID:9459}
ncmd,{DOID:0070439}
skin benign neoplasm,{DOID:3165}
chromosome 10p12-p11 deletion syndrome,{DOID:0081126}
urachal cancer,{DOID:5958}
dosage-sensitive sex reversal,{DOID:0111777}
secondary malignant neoplasm of intrapelvic lymph nodes (disorder),{DOID:12973}
hypokalemic familial periodic paralysis,{DOID:14452}
myxoid extraosseous chondrosarcoma,{DOID:4549}
cerebellar ataxia-hypogonadism syndrome,{DOID:0111587}
parathyroid transitional clear cell adenoma,{DOID:7609}
cog2-cdg,{DOID:0070269}
autosomal recessive spinocerebellar ataxia 2,{DOID:0080061}
autosomal recessive spinocerebellar ataxia 3,{DOID:0111612}
autosomal recessive spinocerebellar ataxia 1,{DOID:0050755}
autosomal recessive spinocerebellar ataxia 6,{DOID:0111617}
autosomal recessive spinocerebellar ataxia 7,{DOID:0080059}
autosomal recessive spinocerebellar ataxia 4,{DOID:0111611}
autosomal recessive spinocerebellar ataxia 5,{DOID:0060364}
obsolete fap associated medulloblastoma,{DOID:3862}
mitral stenosis,{DOID:1754}
strawberry gallbladder,{DOID:10254}
obsolete dipylidium caninum infectious disease,{DOID:0050252}
paediatric germ cell neoplasm,{DOID:6053}
plague,{DOID:3482}
secondary malignant neoplasm of liver (disorder),{DOID:12722}
methylmalonic aciduria,{DOID:14749}
dfna27,{DOID:0110556}
articular cartilage disease,{DOID:6227}
who grade ii ependymal tumor,{DOID:4844}
pentosuria,{DOID:0111258}
x-linked mental retardation with alacrima and achalasia,{DOID:0060803}
dfna20,{DOID:0110550}
gamstorp-wohlfart syndrome,{DOID:0050526}
"erythrokeratodermia variabilis, kamouraska type",{DOID:0060483}
"acute gastrojejunal ulcer without hemorrhage, without perforation and without obstruction",{DOID:10927}
anal melanoma,{DOID:14145}
pid,{DOID:1003}
letterer-siwe disease of lymph nodes of axilla and upper limb,{DOID:2571}
obsolete mucinous neoplasm,{DOID:2635}
"scleroderma, circumscribed or localized",{DOID:8472}
mrxs15,{DOID:0060822}
iadd,{DOID:0110912}
dentinogenesis imperfecta,{DOID:4154}
obsolete ganglioneuroma of the retroperitoneum,{DOID:4814}
atopic dermatitis,{DOID:3310}
splenic manifestation of hairy cell leukaemia,{DOID:709}
muscle neoplasm,{DOID:461}
diabetes in pregnancy,{DOID:11711}
mesenchymal extraosseous chondrosarcoma,{DOID:4548}
tumor of conus medullaris,{DOID:3641}
inflammatory bowel disease (crohn disease) 30,{DOID:0112154}
partial retinal vein occlusion,{DOID:1726}
keratosis palmaris et plantaris,{DOID:3390}
progressive myoclonus epilepsy 10,{DOID:0111445}
pulp calcification,{DOID:5608}
mitochondrial cytopathy,{DOID:699}
x-linked mental retardation with macrocephaly,{DOID:0112045}
acid anhydride respiratory allergy,{DOID:0040081}
glycosylphosphatidylinositol biosynthesis defect 40,{DOID:0070437}
"synonym rhabdomyosarcoma, spindle cell/sclerosing type",{DOID:3260}
amelogenesis imperfecta hypomineralization type,{DOID:0110055}
epidermoid carcinoma of the ethmoidal sinus,{DOID:2763}
obsolete porcine reproductive and respiratory syndrome,{DOID:4629}
coxa plana,{DOID:14415}
leukocyte adhesion deficiency type i,{DOID:0110910}
functional colonic disease,{DOID:3877}
cdk13-related disorder,{DOID:0112247}
post-acute sequelae of sars-cov-2 infection,{DOID:0080848}
tumefactive multiple sclerosis,{DOID:0060215}
malignant neoplasm of head of pancreas,{DOID:1793}
cecal adenocarcinoma,{DOID:3039}
mws,{DOID:0050854}
subacute delirium,{DOID:8645}
acute necrotizing ulcerative gingivostomatitis,{DOID:13924}
ovarian neoplasm,{DOID:2394}
eec syndrome 1,{DOID:0060784}
eec syndrome 3,{DOID:0060783}
hereditary spastic paraplegia 41,{DOID:0110793}
autosomal dominant isolated ectopia lentis 1,{DOID:0111150}
glaucomatocyclitic crisis,{DOID:9378}
central nervous system tuberculosis,{DOID:1638}
traumatic neurosis,{DOID:2055}
hereditary spastic paraplegia 47,{DOID:0110799}
atypical mrkh syndrome,{DOID:0112179}
familial progressive hyperpigmentation with or without hypopigmentation,{DOID:0111373}
"alcoholic gastritis, without mention of hemorrhage",{DOID:8680}
spontaneous ocular nystagmus,{DOID:11771}
chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome,{DOID:0050553}
sponge kidney,{DOID:12713}
axillary neoplasm,{DOID:5097}
"alpha-thalassemia/mental retardation syndrome, type 1",{DOID:0110029}
oculopharyngodistal myopathy 1,{DOID:0081297}
oculopharyngodistal myopathy 2,{DOID:0081298}
oculopharyngodistal myopathy 3,{DOID:0081299}
oculopharyngodistal myopathy 4,{DOID:0081300}
hereditary spastic paraplegia 48,{DOID:0110800}
obsolete simple type schizophrenia chronic state,{DOID:13682}
semd x-linked,{DOID:0112150}
arc syndrome,{DOID:0050763}
dsmax,{DOID:0111196}
autosomal dominant disease,{DOID:0050736}
acute pharyngitis,{DOID:2275}
obsolete osteitis condensans,{DOID:10788}
imperforate anus,{DOID:10488}
periodic hypokalemic paralysis,{DOID:14452}
malignant neoplasm of pylorus of stomach,{DOID:10544}
"46,xy gonadal dysgenesis, partial or complete, dhh-related",{DOID:0111774}
dissection of carotid artery,{DOID:9348}
aml - acute myeloid leukemia,{DOID:9119}
purulent pleurisy,{DOID:3798}
osteogenesis imperfecta type vii,{DOID:0110337}
syndactyly-ectodermal dysplasia-cleft/lip palate,{DOID:0060773}
non-secretory adenoma of the pituitary gland,{DOID:5715}
prune belly syndrome,{DOID:0060889}
4-tert-butylphenol allergic contact dermatitis,{DOID:0040068}
"autosomal dominant retinal arteriolar tortuosity, infantile hemiparesis, and leukencephalopathy",{DOID:0090125}
alcohol-induced heart muscle disease,{DOID:12935}
"xanthomatosis, familial",{DOID:14497}
ras-associated autoimmune leukoproliferative disorder,{DOID:0110117}
autosomal dominant sensory ataxia 1,{DOID:0111170}
inh allergy,{DOID:0040008}
parotid disease,{DOID:10302}
brainstem infarction,{DOID:3523}
bile duct cystadenoma,{DOID:5384}
phacolytic glaucoma,{DOID:12570}
allergic dermatitis due to arnica,{DOID:4410}
obsolete ovarian dermoid cyst with sebaceous carcinoma,{DOID:8087}
menopause praecox,{DOID:10787}
obsolete secondary malignant neoplasm of intrathoracic lymph node,{DOID:14426}
arts syndrome,{DOID:0050647}
obsolete tooth abnormality,{DOID:702}
malignant histiocytosis,{DOID:3354}
obsolete recurrent cancer of small intestine,{DOID:7636}
alveolar soft part sarcoma,{DOID:4239}
stromal predominant renal wilms tumour,{DOID:5191}
hemangioma of bone,{DOID:6610}
obsolete obstetrical pelvic hematoma,{DOID:4714}
thiamine-responsive anemia syndrome,{DOID:0090117}
cushing's symphalangism,{DOID:0050788}
familial rosai-dorfman disease,{DOID:0111278}
colon adenoma,{DOID:0050912}
mediastinal tumor,{DOID:5559}
autosomal dominant craniometaphyseal dysplasia,{DOID:0080801}
gastric neoplasm,{DOID:10534}
dyshidrosis,{DOID:9230}
simple buphthalmos,{DOID:11211}
pgm3-cdg,{DOID:0111953}
x-linked muscke glycogenosis,{DOID:0111040}
sarcosporidiosis,{DOID:9640}
paratyphoid a,{DOID:3055}
paratyphoid b,{DOID:3055}
paratyphoid c,{DOID:3055}
adie's pupil syndrome,{DOID:11549}
osteogenesis imperfecta type v,{DOID:0110344}
malignant meningioma (morphologic abnormality),{DOID:5613}
congenital stationary night blindness 2a x-linked,{DOID:0110871}
secondary malignant neoplasm of cervix uteri (disorder),{DOID:4496}
sternum cancer,{DOID:5090}
papillary pattern testicular yolk sac tumor,{DOID:8193}
premature ovarian failure,{DOID:5426}
goniosynechiae,{DOID:4758}
septicemia due to e. coli (disorder),{DOID:12551}
"thymoma, cortical",{DOID:6530}
symptomatic form of hemochromatosis type 1,{DOID:0111029}
glutaryl-coa dehydrogenase deficiency,{DOID:0111254}
malignant neoplasm of intrahepatic biliary passages,{DOID:12298}
unspecified disorder of lower leg joint,{DOID:13650}
doors syndrome,{DOID:0111627}
malignant tumor of renal pelvis,{DOID:4919}
obsolete skin appendage adenoma,{DOID:3898}
hemophilia b,{DOID:12259}
hemophilia c,{DOID:2229}
hodgkin's sarcoma of lymph nodes of inguinal region and/or lower limb (disorder),{DOID:8918}
arthritis,{DOID:848}
mkms,{DOID:0111845}
testicular mixed germ cell-sex cord tumor,{DOID:3580}
noonan syndrome-like disorder with loose anagen hair 1,{DOID:0080692}
noonan syndrome-like disorder with loose anagen hair 2,{DOID:0080693}
obsolete herpes simplex virus meningoencephalitis,{DOID:9141}
ldyt,{DOID:0111755}
"distal myopathy, nonaka type",{DOID:0080718}
molybdenum cofactor deficiency complementation group b,{DOID:0111163}
molybdenum cofactor deficiency complementation group c,{DOID:0111166}
molybdenum cofactor deficiency complementation group a,{DOID:0111164}
hereditary renal cell carcinoma,{DOID:4455}
lymph node tuberculosis,{DOID:4889}
endocrine pancreas cancer,{DOID:1799}
glucocorticoid-remediable aldosteronism,{DOID:14080}
carbonic anhydrase ii deficiency,{DOID:0110941}
idiopathic pulmonary arterial hypertension,{DOID:14557}
ulcer of anus and rectum,{DOID:13662}
malignant gingival tumor,{DOID:8602}
hodgkin's paragranuloma of lymph nodes of inguinal region and/or lower limb (disorder),{DOID:9186}
macrocephaly-autism syndrome,{DOID:0060867}
complete av block,{DOID:0050823}
solitary reticulohistiocytoma,{DOID:4394}
infection by trichostrongylus species,{DOID:1254}
duodenogastric reflux,{DOID:4071}
leptomeningeal melanocytoma,{DOID:5900}
tumor of bartholin's gland,{DOID:2068}
autosomal recessive intellectual developmental disorder-72,{DOID:0080765}
cervical intraepithelial neoplasia i [cin i],{DOID:8586}
iduronidase deficiency disease,{DOID:12802}
acute monocytic leukaemia without mention of remission,{DOID:8864}
acromegaly due to pituitary adenoma 2,{DOID:0112007}
fuhrmann syndrome,{DOID:0090067}
menopause syndrome,{DOID:6675}
schinzel syndrome 1,{DOID:9250}
parkinsonism-dementia-als complex,{DOID:0111246}
leech infestation,{DOID:11079}
osteoglophonic dwarfism,{DOID:0111532}
early infantile epileptic encephalopathy 20,{DOID:0080139}
malignant mast cell tumors involving lymph nodes of axilla and upper limb,{DOID:357}
early infantile epileptic encephalopathy 26,{DOID:0080461}
early infantile epileptic encephalopathy 27,{DOID:0080444}
early infantile epileptic encephalopathy 24,{DOID:0080429}
early infantile epileptic encephalopathy 25,{DOID:0080453}
ccdc115-cdg,{DOID:0070267}
autosomal dominant nonsyndromic deafness 12,{DOID:0110544}
autosomal dominant nonsyndromic deafness 11,{DOID:0110543}
early infantile epileptic encephalopathy 29,{DOID:0080451}
autosomal dominant nonsyndromic deafness 17,{DOID:0110548}
autosomal dominant nonsyndromic deafness 16,{DOID:0110547}
corpus uteri cancer,{DOID:9460}
obsolete cervicofacial actinomycosis,{DOID:12633}
thrombotic thrombocytopenic purpura,{DOID:10772}
familial cml-like syndrome,{DOID:0060761}
pick's disease,{DOID:11870}
hamartomatous polyp (morphologic abnormality),{DOID:3462}
ataxic cerebral palsy,{DOID:0050670}
obsolete hemophilia,{DOID:2230}
acne vulgaris,{DOID:6543}
occlusion precerebral artery,{DOID:5976}
foshay-mollaret cat scratch fever,{DOID:11258}
bladder diverticulum,{DOID:11353}
absence of tibia with polydactyly,{DOID:0111564}
feps,{DOID:0111728}
syphilitic endocarditis of aortic valve (disorder),{DOID:11852}
chromosomal disease,{DOID:0080014}
superior sulcus carcinoma of the lung,{DOID:8208}
paget's disease of scrotum,{DOID:3444}
gastric carcinoma,{DOID:5517}
perivascular tumor,{DOID:3316}
hyperparathyroid bone disease,{DOID:3341}
annular pancreas,{DOID:0060850}
glycogenosis type viii,{DOID:2751}
obsolete s-t syndrome,{DOID:8107}
scapuloilioperoneal atrophy with cardiopathy,{DOID:0070247}
omphalocele,{DOID:0060327}
raynaud disease,{DOID:10300}
chorioretinal scar,{DOID:11086}
pustulosis of palm and sole,{DOID:4398}
neoplasm of rathke's pouch,{DOID:3840}
oligophrenic cerebellolenticular degeneration,{DOID:0080195}
obsolete central nervous system cyst,{DOID:4446}
early congenital syphilis,{DOID:0050488}
intestinal infection due to enteropathogenic e. coli,{DOID:13601}
secondary tumor to the vagina,{DOID:1912}
malignant neoplasm of intrahepatic bile ducts,{DOID:12298}
unspecified teniasis (disorder),{DOID:933}
kidney medullary carcinoma,{DOID:0070475}
lgss,{DOID:0070484}
age-related cortical cataract 1,{DOID:0110244}
acute frontal sinusitis,{DOID:14225}
hemorrhagic thrombocythemia,{DOID:2224}
transmissible spongiform encephalopathy,{DOID:649}
sclerocornea,{DOID:0060252}
ah amyloidosis,{DOID:0080934}
"iiird cranial nerve neoplasm, malignant",{DOID:2816}
body dysmorphic disorder,{DOID:0060163}
asxl3-related disorder,{DOID:0080893}
anomalous left coronary artery from the pulmonary artery,{DOID:0060562}
chronic narrow angle glaucoma,{DOID:14445}
vagina leiomyosarcoma,{DOID:5283}
scarlatina,{DOID:8596}
malignant tumor of cerebellum,{DOID:4205}
secondary syphilitic chorioretinitis (disorder),{DOID:1486}
mpd4,{DOID:0111190}
mpd3,{DOID:0111189}
brooke-spiegler syndrome,{DOID:0050693}
mpd1,{DOID:0070197}
melanoma of eye,{DOID:1752}
mmd2,{DOID:0070200}
mmd3,{DOID:0070201}
mmd1,{DOID:0070199}
transient leukemia,{DOID:0060888}
infantile monoplegic cerebral palsy,{DOID:10968}
pontocerebellar hypoplasia with infantile spinal muscular atrophy,{DOID:0112322}
cholangiosarcoma,{DOID:4947}
circumscribed scleroderma,{DOID:8472}
anterior pituitary hyperfunction,{DOID:2446}
enthesopathy of wrist and carpus,{DOID:10473}
disseminated dermatofibrosis with osteopoikilosis,{DOID:0111536}
melanotic neuroectodermal tumour,{DOID:166}
papillary craniopharyngioma,{DOID:3847}
ebsog,{DOID:0060736}
congenital presynaptic myasthenic syndrome associated with episodic apnea,{DOID:0110671}
obsolete mitochondrial disease,{DOID:0080013}
skin amelanotic malignant melanoma,{DOID:10054}
devil's grip,{DOID:10882}
wolman's or triglyceride storage type iii disease,{DOID:14497}
congenital essential nyctalopia,{DOID:0050534}
hemorrhagic varicella pneumonitis,{DOID:9114}
retinitis pigmentosa y-linked,{DOID:0110418}
cgd due to deficiency of the alpha subunit of cytochrome b,{DOID:0070193}
cyclothymic disorder,{DOID:845}
orange allergy,{DOID:0060508}
combined t and b cell inborn immunodeficiency,{DOID:627}
solar retinopathy,{DOID:11282}
spondylocostal dysostosis 1,{DOID:0112365}
congenital megaconial myopathy,{DOID:0110632}
proprotein convertase 1/3 deficiency,{DOID:0111698}
obsolete cervical soft tissue tumor,{DOID:4443}
occlusion of gallbladder,{DOID:9714}
infection by yersinia enterocolitica (disorder),{DOID:12133}
neoplasm of ciliary body,{DOID:4352}
obsolete noonan syndrome 9,{DOID:0070109}
obsolete noonan syndrome 8,{DOID:0070108}
obsolete noonan syndrome 7,{DOID:0070107}
obsolete noonan syndrome 6,{DOID:0070106}
obsolete noonan syndrome 5,{DOID:0070105}
obsolete noonan syndrome 4,{DOID:0070104}
obsolete noonan syndrome 3,{DOID:0070103}
obsolete noonan syndrome 2,{DOID:0070102}
obsolete noonan syndrome 1,{DOID:0070101}
autosomal dominant deafness 9,{DOID:0110593}
thyroid sarcoma,{DOID:4515}
b lymphoblastic leukemia/lymphoma,{DOID:0080630}
retinitis pigmentosa 69,{DOID:0110410}
total third nerve palsy,{DOID:10866}
retinitis pigmentosa 67,{DOID:0110359}
retinitis pigmentosa 66,{DOID:0110393}
retinitis pigmentosa 63,{DOID:0110385}
retinitis pigmentosa 62,{DOID:0110380}
retinitis pigmentosa 61,{DOID:0110373}
retinitis pigmentosa 60,{DOID:0110411}
rasopathy,{DOID:0080690}
dee82,{DOID:0080715}
dee81,{DOID:0112217}
dee80,{DOID:0112216}
dee87,{DOID:0112221}
dee86,{DOID:0112220}
trimellitic anhydride allergic asthma,{DOID:0040047}
dee84,{DOID:0112219}
dee89,{DOID:0112223}
dee88,{DOID:0112222}
hereditary thrombophilia due to congenital histidine-rich (poly-l) glycoprotein deficiency,{DOID:0111903}
autosomal recessive muscular dystrophy due to lap1b deficiency,{DOID:0110289}
empyema with fistula,{DOID:3798}
atypical meningioma,{DOID:6544}
forsius-eriksson type ocular albinism,{DOID:0050630}
spermatocytic seminoma,{DOID:5834}
"acrofacial dysostosis, genee-wiedmann type",{DOID:0111259}
cervical spondylosis with myelopathy,{DOID:6604}
oculo-oto-radial syndrome,{DOID:0111381}
skin squamous cell carcinoma,{DOID:3151}
obsolete transplant-related disease,{DOID:2108}
arrhythmogenic right ventricular dysplasia 1,{DOID:0110070}
arrhythmogenic right ventricular dysplasia 3,{DOID:0110072}
ultimobranchial thyroid tumor,{DOID:3973}
arrhythmogenic right ventricular dysplasia 5,{DOID:0110074}
acute febrile neutrophilic dermatosis,{DOID:0080746}
arrhythmogenic right ventricular dysplasia 6,{DOID:0110075}
arrhythmogenic right ventricular dysplasia 9,{DOID:0110077}
"esophageal varices in disease classified elsewhere, with bleeding",{DOID:112}
ocd,{DOID:84}
endomyocardial fibrosis,{DOID:12932}
x-linked spinocerebellar ataxia type 3,{DOID:0111831}
x-linked spinocerebellar ataxia type 4,{DOID:0111832}
obsolete physical disorder obsoleted term,{DOID:0050324}
"immunodeficiency, polyendocrinopathy, and enteropathy, x-linked",{DOID:0090110}
localised anterior staphyloma,{DOID:13787}
adult refsum disease,{DOID:10582}
leiomyoma of the urethra,{DOID:2142}
obsolete localized malignant mesothelioma,{DOID:6077}
paralysis periodica paramyotonica,{DOID:0111538}
autosomal dominant deafness 5,{DOID:0110575}
thymoma malignant invasive,{DOID:3283}
west nile fever with encephalitis,{DOID:2365}
obsolete metastatic squamous cell carcinoma,{DOID:4099}
kok disease,{DOID:0060695}
familial wooly hair syndrome,{DOID:0111572}
gastrojejunal ulcer,{DOID:10927}
non-metastatic leiomyosarcoma,{DOID:5255}
central pterygium,{DOID:13473}
syne1-related autosomal recessive cerebellar ataxia,{DOID:0111618}
mitochondrial dna depletion syndrome 16b (neuroophthalmic type),{DOID:0070447}
oculomotor paralysis,{DOID:539}
fibrosis of the breast,{DOID:10353}
juvenile idiopathic arthritis,{DOID:676}
ampulla of vater cancer,{DOID:10020}
leptomeningeal cancer,{DOID:6086}
obsolete hamartoma of skin appendage,{DOID:3464}
non-syndromic x-linked intellectual disability 63,{DOID:0112050}
brain glioblastoma multiforme,{DOID:3073}
cyst of thyroid,{DOID:11074}
childhood oligodendroglioma,{DOID:3183}
obsolete trichomonas cystitis,{DOID:11945}
esophageal neuroendocrine tumor,{DOID:5784}
quinidine allergy,{DOID:0040065}
acute disseminated encephalomyelitis,{DOID:639}
vacterl association,{DOID:14679}
x-linked intellectual disability-gynecomastia-obesity syndrome,{DOID:0060814}
hypermethioninemia due to adenosine kinase deficiency,{DOID:0111038}
placental cancer,{DOID:2021}
x-linked mutilating palmoplantar keratoderma with periorificial keratotic plaques,{DOID:0112012}
secondary malignant neoplasm of intrathoracic lymph nodes (disorder),{DOID:14426}
mody2,{DOID:0111100}
"emery-dreifuss muscular dystrophy 6, x-linked",{DOID:0070251}
mody1,{DOID:0111099}
mody6,{DOID:0111104}
mody7,{DOID:0111106}
mody4,{DOID:0111103}
mody5,{DOID:0111101}
mody8,{DOID:0111105}
mody9,{DOID:0111107}
ketotic hyperglycinemia,{DOID:14701}
jarcho-levin syndrome,{DOID:0050568}
mycosis fungoides of intrathoracic lymph nodes,{DOID:9082}
b-all with etv6-runx1,{DOID:0080645}
charcot-marie-tooth disease-nephropathy syndrome,{DOID:0110205}
verrucous papilloma,{DOID:3177}
epidural abscess,{DOID:11387}
dermatitis due to other radiation,{DOID:3143}
primary al amyloidosis,{DOID:0080933}
equatorial staphyloma,{DOID:13788}
bladder tuberculosis,{DOID:754}
non-organic sleep disorder,{DOID:535}
juvenile glaucoma,{DOID:1068}
familial renal oncocytoma,{DOID:6244}
zlotogora-zilberman-tenenbaum syndrome,{DOID:0060773}
transient arterial retinal occlusion,{DOID:8482}
abnormal innervation syndrome of eyelid,{DOID:560}
catc3,{DOID:0110230}
catc4,{DOID:0110247}
catc5,{DOID:0110245}
